portal,portal_property_id,url,canonical_url,title,price,currency,expenses,expenses_currency,address,neighborhood,publisher_name,covered_area,semi_covered_area,total_area,rooms,bedrooms,bathrooms,age,parking_count,condition,orientation,floor,amenities,publication_date,description,detail_fetched,raw_data
demo-a,demo-00028,https://demo-a.example/aviso/demo-00028,https://demo-a.example/aviso/demo-00028,Departamento 1 ambientes en Palermo,133000,USD,449000,ARS,Paraguay 4803,"Palermo, Capital Federal",Belgrano Brokers,30.7,,30.7,,,,,,,,,,2026-06-05,"Departamento de un ambiente al frente en pleno corazón de Palermo, sobre la calle Paraguay al 4800. Ideal para quienes buscan inversión o un refugio urbano con excelente ubicación, a metros de bares, restaurantes y medios de transporte. La unidad tiene 31 metros cuadrados cubiertos, con un baño completo. Su distribución es aprovechable y luminosa, pensada para el día a día en la ciudad. Al ser al frente, la cocina y el living se integran en un solo espacio con buena ventilación. Sin cochera, pero con la ventaja de tener todo a mano. Una oportunidad concreta para entrar en el mercado de Palermo sin moverte de la zona más vibrante de Buenos Aires. Consultanos por la visita.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00029,https://demo-a.example/aviso/demo-00029,https://demo-a.example/aviso/demo-00029,Departamento 1 ambientes en Palermo,153000,USD,213000,ARS,Bonpland 736,"Palermo, Capital Federal",Mirador Propiedades,36.1,,36.1,1,0,1,40,0,Excelente,Frente,,,2026-07-05,"Departamento de 1 ambiente en Bonpland al 700, Palermo. Al frente, con ascensor y 40 años de antigüedad, se presenta en excelente estado. Son 36 m² cubiertos, con un baño completo y una distribución que aprovecha cada metro. Ideal para quienes buscan un primer hogar o una inversión segura en una de las zonas más buscadas de la ciudad. Sin cochera ni amenities, pero con todo lo necesario a la vuelta de la esquina. Consultá por visita.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00030,https://demo-b.example/aviso/demo-00030,https://demo-b.example/aviso/demo-00030,Departamento 2 ambientes en Palermo,147000,USD,,,"Juncal 2292, Piso 9","Palermo, Capital Federal",Sur & Asociados,45.7,5,50.7,2,1,1,40,1,Bueno,Frente,9,"pileta, seguridad 24 h",2026-05-07,"Departamento de 2 ambientes en pleno Palermo, sobre la calle Juncal al 2200, ideal para quienes buscan estar cerca de todo. Al frente, en un piso 9 con ascensor, con una muy linda vista y mucha luz natural durante todo el día. Son 46 metros cuadrados cubiertos más 5 de balcón terraza, que se aprovechan muy bien para desayunar al sol o leer un libro. El living comedor es amplio y se integra a la perfección con el detalle del balcón. El dormitorio es cómodo, con buena medida para una cama de dos plazas y placar. El baño completo está en buen estado general y la cocina es práctica, con espacio para lavarropas y heladera con freezer.

El edificio tiene 40 años de antigüedad, pero está bien mantenido, con seguridad 24 horas y pileta en el piso superior, un lujo en pleno corredor urbano. Incluye cochera fija, algo muy difícil de conseguir por esta zona. La ubicación es inmejorable: cercano a los bosques de Palermo, a los subtes, a los bares de moda y a los shoppings. Ideal tanto para invertir como para vivir en pareja. Los ambientes son prolijos y el edificio cuenta con encargado. Una oportunidad concreta para estrenar o mudarse ya. Coordiná una visita, se atiende de lunes a sábados.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00031,https://demo-a.example/aviso/demo-00031,https://demo-a.example/aviso/demo-00031,Departamento 2 ambientes en Belgrano,124000,USD,,,"Freire 1771, Piso 3","Belgrano, Capital Federal",Norte Propiedades,54.7,,54.7,2,1,1,,0,Bueno,Contrafrente,3,,2026-06-24,"Departamento de 2 ambientes en Belgrano, sobre Freire al 1700. Con 55 m² cubiertos bien aprovechados, cuenta con un dormitorio, un baño completo y un living-comedor que se integra a una cocina separada. Se ubica al contrafrente, lo que garantiza un ambiente tranquilo y silencioso, ideal para quienes buscan descansar sin ruidos de la calle. La zona es inmejorable: cerca de las principales avenidas, subtes, comercios y el barrio más residencial de la Ciudad. Sin cochera ni amenities, pero con todo lo necesario para vivir cómodo. Una oportunidad para quienes priorizan la ubicación y la privacidad. Consultá por visitas.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00032,https://demo-a.example/aviso/demo-00032,https://demo-a.example/aviso/demo-00032,Departamento 3 ambientes en Belgrano,258000,USD,,,"3 de Febrero 3935, Piso 3","Belgrano, Capital Federal",Casa Nueva Negocios Inmobiliarios,80.8,,80.8,3,2,1,0,0,A Estrenar,Frente,3,"parrilla, solarium, sum",2026-08-19,"Departamento a estrenar en pleno Belgrano, sobre la avenida 3 de Febrero al 3900, una ubicación que combina la tranquilidad del barrio con la cercanía a todo. Se trata de un tres ambientes muy bien distribuido, al frente, con dos dormitorios y un baño completo. Son 81 metros cuadrados de superficie cubierta que se aprovechan al máximo, con ambientes luminosos y pensados para vivir cómodo. Al ser a estrenar, vas a poder estrenar cada rincón y disfrutar de terminaciones modernas sin tener que hacer nada.

El edificio cuenta con ascensor, algo que se agradece en el día a día, y ofrece amenities pensados para el disfrute sin salir de casa: un solarium ideal para tomar sol, una parrilla para juntarte con amigos y un sum para eventos o reuniones familiares. No incluye cochera, pero al estar tan bien ubicado, tenés transporte y todos los servicios a pocos metros. Una oportunidad concreta para quienes buscan un departamento a estrenar en una de las zonas más lindas de la ciudad, con todo lo necesario para mudarse ya.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00033,https://demo-a.example/aviso/demo-00033,https://demo-a.example/aviso/demo-00033,Departamento 3 ambientes en Palermo,242000,USD,469000,ARS,Bulnes 2001,"Palermo, Capital Federal",Mirador Propiedades,67.1,8,75.1,3,2,1,,0,Excelente,Interno,2,,2026-07-03,"Departamento de 3 ambientes en Bulnes al 2000, Palermo. Con 67 m² cubiertos más 8 m² de balcón/terraza, es una unidad interna que garantiza privacidad y silencio. El inmueble está en excelente estado, listo para habitar sin necesidad de reformas. Cuenta con dos dormitorios amplios, un baño completo y livings comedor bien diferenciados. Sin ascensor, es ideal para quienes buscan un hogar funcional en una zona que lo tiene todo: cerca de bares, subte y parques. Sin cochera ni amenities.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00034,https://demo-a.example/aviso/demo-00034,https://demo-a.example/aviso/demo-00034,Departamento 4 ambientes en Palermo,445000,USD,,,"Ravignani 4485, Piso 9","Palermo, Capital Federal",Grupo Arcos,127.3,,127.3,4,3,2,20,0,Muy Bueno,Frente,9,solarium,2026-04-19,"Departamento de 4 ambientes en Palermo, Ravignani al 4400, muy bien ubicado, a metros de los bosques y con buena conexión. Son 127 m² cubiertos, distribuidos en living comedor, cocina separada, tres dormitorios y dos baños completos. Es al frente, así que entra mucha luz natural, y está en un piso 9, lo que da una vista abierta y mucha tranquilidad. El edificio tiene 20 años de antigüedad y cuenta con solarium en la terraza. No tiene cochera, pero la zona ofrece varias opciones cercanas. Ideal para quienes buscan un departamento amplio, bien iluminado y en uno de los barrios más buscados de la ciudad.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00035,https://demo-a.example/aviso/demo-00035,https://demo-a.example/aviso/demo-00035,Departamento 2 ambientes en Palermo,228000,USD,335000,ARS,"Bulnes 1308, Piso 1","Palermo, Capital Federal",Estudio Lacroze,52.0,12,64.0,2,1,1,5,0,Bueno,Frente,1,seguridad 24 h,2026-04-20,"Departamento de 2 ambientes en Bulnes al 1300, Palermo, al frente, con ascensor y buena luminosidad. Tiene 52 m² cubiertos más 12 m² de balcón terraza, todo en muy buen estado general. La unidad cuenta con un dormitorio amplio, un baño completo y un living comedor que se integra con la cocina. La terraza es un plus ideal para disfrutar al aire libre. El edificio tiene 5 años de antigüedad y seguridad las 24 horas, lo que brinda tranquilidad. Sin cochera. Ubicación privilegiada cerca de bares, restaurantes y transporte público.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00036,https://demo-b.example/aviso/demo-00036,https://demo-b.example/aviso/demo-00036,Departamento 3 ambientes en Palermo,277000,USD,354000,ARS,"Ravignani 3770, Piso 4","Palermo, Capital Federal",Mirador Propiedades,87.3,,87.3,3,2,1,20,0,Bueno,Contrafrente,4,,2026-05-27,"Departamento de 3 ambientes en Palermo, sobre Ravignani al 3700. Piso 4 con ascensor, al contrafrente, lo que garantiza mucha tranquilidad. Tiene 87 m² cubiertos, distribuidos en living-comedor, cocina, dos dormitorios y un baño completo. El edificio tiene 20 años de antigüedad y se encuentra en una zona muy bien conectada, cerca de parques, comercios y transporte. Sin cochera ni amenities, pero con todos los servicios. Se acepta permuta por otra unidad o financiación en cuotas a convenir.",true,"{""sintetico"": true, ""caso"": ""permuta"", ""duplicado_de"": null}"
demo-a,demo-00037,https://demo-a.example/aviso/demo-00037,https://demo-a.example/aviso/demo-00037,Departamento 3 ambientes en Palermo,211000,USD,334000,ARS,Malabia 3289,"Palermo, Capital Federal",Casa Nueva Negocios Inmobiliarios,69.0,5,74.0,,,,,,,,,"laundry, gimnasio, solarium",2026-07-21,"Departamento de 3 ambientes en el corazón de Palermo, sobre Malabia al 3200. Con 69 m² cubiertos más 5 m² de balcón terraza, muy bien distribuido en dos dormitorios, living comedor amplio y cocina separada. El baño completo está en muy buen estado, al igual que el resto de la unidad. El edificio cuenta con ascensor y amenities de primer nivel: laundry, gimnasio y solarium. Sin cochera, pero con excelente conectividad y todos los servicios a la vuelta. Es una oportunidad única con precio promocional por tiempo limitado, ideal tanto para inversión como para vivir en una de las zonas más buscadas de la ciudad. Consultá ya mismo, no se consigue algo así todos los días.",false,"{""sintetico"": true, ""caso"": ""promocional"", ""duplicado_de"": null}"
demo-a,demo-00038,https://demo-a.example/aviso/demo-00038,https://demo-a.example/aviso/demo-00038,Departamento 2 ambientes en Palermo,168000,USD,204000,ARS,"Serrano 5267, Piso 10","Palermo, Capital Federal",Grupo Arcos,44.2,3,47.2,2,1,1,5,0,Bueno,,10,"parrilla, laundry, solarium, seguridad 24 h, sum",2026-05-03,"Departamento en Serrano al 5200, pleno corazón de Palermo. Con 44 m² cubiertos más un balcón/terraza de 3 m², es un dos ambientes de 1 dormitorio y 1 baño. El edificio tiene apenas 5 años de antigüedad, está impecable y se entrega en buen estado general, listo para usar. Es importante aclarar que es sin ascensor, así que el edificio cuenta con pocas unidades y se mantiene una dinámica tranquila y sin esperas.

El inmueble está pensado para quienes buscan comodidad sin complicaciones: incluye seguridad las 24 horas, parrilla para compartir, laundry, solarium y un amplio SUM. Ideal para invertir o como primer hogar. La zona es inmejorable, con todos los servicios a la vuelta, bares, subtes y la vida de Palermo al alcance de la mano. Sin cochera, pero con facilidad para estacionar en la cuadra. Consultanos para coordinar una visita, no te lo pierdas.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00039,https://demo-a.example/aviso/demo-00039,https://demo-a.example/aviso/demo-00039,Departamento 5 ambientes en Belgrano,519000,USD,,,Migueletes 660,"Belgrano, Capital Federal",Casa Nueva Negocios Inmobiliarios,198.1,3,201.1,5,4,1,,0,Muy Bueno,Contrafrente,,"sum, parrilla",2026-07-16,"Departamento de cinco ambientes en Belgrano, sobre Migueletes al 600, con ascensor y en muy buen estado. Son cuatro dormitorios, un baño, y una superficie cubierta de 198 m² más un balcón terraza de 3 m². Al contrafrente, se disfruta de un ambiente silencioso y luminoso. El edificio cuenta con SUM y parrilla, ideales para reuniones. Sin cochera, pero con buena conectividad y cerca de todo.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00040,https://demo-b.example/aviso/demo-00040,https://demo-b.example/aviso/demo-00040,Departamento 2 ambientes en Palermo,97000,USD,581000,ARS,"Nicaragua 3727, Piso 15","Palermo, Capital Federal",Estudio Lacroze,36.0,,36.0,2,1,1,70,0,Excelente,Contrafrente,15,,2026-07-01,"Departamento de dos ambientes en el corazón de Palermo, sobre la calle Nicaragua al 3700. En el piso 15, con una vista que se despeja sobre los techos de la ciudad, este inmueble ofrece la posibilidad de vivir en una de las zonas más buscadas de Buenos Aires. Su orientación al contrafrente garantiza un ambiente silencioso y tranquilo, un lujo difícil de conseguir en la zona. Con 36 m² cubiertos, el layout está bien resuelto: un living comedor amplio, un dormitorio cómodo y un baño completo. Al ser una construcción de 70 años de antigüedad, conserva esos detalles de categoría que tanto se valoran en el mercado.

Sin dudas, una oportunidad para quienes buscan meterse en el barrio con un dos ambientes de carácter. A pesar de los años del edificio, la ubicación es inmejorable: a metros de bares, restaurantes y del bajo Belgrano. No tiene cochera ni amenities, lo que lo hace un gasto de expensas más accesible. Ideal para profesionales o parejas que quieran vivir bien, con la energía de Palermo a la vuelta de la esquina. El departamento espera por quien sepa aprovechar su potencial.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00041,https://demo-b.example/aviso/demo-00041,https://demo-b.example/aviso/demo-00041,Departamento 4 ambientes en Belgrano,330000,USD,,,"O'Higgins 699, Piso 12","Belgrano, Capital Federal",Mirador Propiedades,142.1,3,145.1,4,3,3,60,0,Bueno,Contrafrente,12,,2026-04-19,"Departamento de 4 ambientes en Belgrano, O’Higgins al 600, piso 12, al contrafrente. Con 142 m² cubiertos más 3 m² de balcón terraza, cuenta con 3 dormitorios y 3 baños. Son 60 años de antigüedad, lo que le da esa personalidad clásica que tanto se valora en la zona. No incluye cochera ni amenities, pero el barrio lo compensa con todo cerca: subte, colectivos, comercios y verde a la vuelta. Ideal para quienes buscan un espacio amplio, bien iluminado y con buena distribución para vivir en familia o invertir. Consultá sin compromiso.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
